"ticket_id","seat_id","board_id","alight_id","schedule_id","travel_agent","booking_date","passenger_id","gross_amount","confirmed"
47,197,63,65,1,0,"2020-08-29",2056,1100,1
48,198,10,67,1,17,"2020-08-04",1003,1100,1
49,199,10,66,1,0,"2020-08-30",2110,1100,0
50,200,65,67,1,15,"2020-07-19",1442,1100,1
51,201,10,37,1,0,"2020-09-02",2377,1100,1
52,202,10,65,1,0,"2020-08-29",1621,1100,0
53,203,10,62,1,0,"2020-08-31",3383,1100,1
54,204,62,67,1,16,"2020-07-18",2645,1100,1
55,205,10,66,1,13,"2020-07-27",2561,1100,1
56,206,61,37,1,0,"2020-08-31",3047,1100,0
57,207,66,67,1,16,"2020-08-02",3216,1100,0
58,208,37,67,1,0,"2020-09-02",2001,1100,1
59,209,61,65,1,0,"2020-08-29",2904,1100,1
60,210,61,66,1,0,"2020-08-31",3229,1100,1
61,211,61,65,1,0,"2020-08-30",1041,1100,1
62,212,61,67,1,6,"2020-08-05",943,1100,1
63,213,63,66,1,9,"2020-07-19",404,1100,0
64,214,62,67,1,19,"2020-07-31",1779,1100,1
65,215,62,65,1,14,"2020-07-25",3450,1100,1
66,216,62,65,1,0,"2020-08-31",1791,1100,1
67,217,65,67,1,0,"2020-09-01",3297,1100,1
68,218,37,67,1,0,"2020-08-30",303,1100,1
69,219,62,67,1,2,"2020-08-06",1676,1100,1
70,220,61,65,1,6,"2020-08-06",3445,1100,1
71,221,37,67,1,0,"2020-09-03",490,1100,0
72,222,61,37,1,0,"2020-09-01",3351,1100,0
73,223,63,64,1,0,"2020-08-29",1274,1100,1
74,224,61,67,1,0,"2020-09-02",514,1100,1
75,225,10,67,1,0,"2020-08-30",2349,1100,1
76,226,63,65,1,8,"2020-07-26",2077,1100,1
77,227,10,66,1,18,"2020-07-28",2255,1100,1
78,228,61,66,1,0,"2020-09-01",3381,1100,1
79,229,10,64,1,0,"2020-09-02",479,1100,1
80,230,63,66,1,3,"2020-08-02",1375,1100,0
81,231,63,37,1,10,"2020-07-28",2134,1100,1
82,232,61,10,1,0,"2020-08-29",3477,1100,0
83,233,61,64,1,4,"2020-07-22",2639,1100,1
84,234,62,67,1,0,"2020-08-31",3205,1100,1
85,235,61,37,1,2,"2020-07-26",2422,1100,1
86,236,37,67,1,0,"2020-09-03",652,1100,1
87,237,61,67,1,0,"2020-08-29",173,1100,1
88,238,10,67,1,8,"2020-07-20",1640,1100,1
89,239,10,65,1,18,"2020-08-04",1633,1100,1
90,240,66,67,1,0,"2020-08-30",2416,1100,0
91,241,61,65,1,6,"2020-07-17",1645,1100,1
92,242,10,66,1,0,"2020-08-30",982,1100,1
93,243,61,10,1,0,"2020-08-31",3083,1100,0
94,244,61,63,1,0,"2020-08-30",1511,1100,1
95,245,61,66,1,0,"2020-09-02",1981,1100,1
96,246,61,66,1,0,"2020-09-03",3037,1100,1
97,247,10,67,1,0,"2020-09-01",2101,1100,1
98,248,37,67,1,0,"2020-08-29",1262,1100,0
99,249,62,66,1,0,"2020-08-29",2630,1100,0
100,250,61,62,1,0,"2020-09-03",2089,1100,0
101,251,61,64,1,10,"2020-07-26",755,1100,1
102,252,62,63,1,8,"2020-07-31",3327,1100,0
103,253,62,67,1,0,"2020-09-01",3011,1100,1
104,254,62,66,1,0,"2020-08-30",1702,1100,1
105,255,10,65,1,0,"2020-09-01",2812,1100,1
106,256,62,64,1,11,"2020-08-06",2564,1100,0
107,257,62,66,1,0,"2020-09-03",2629,1100,1
108,258,61,66,1,0,"2020-09-02",284,1100,1
109,259,62,65,1,0,"2020-09-03",1764,1100,0
110,260,61,66,1,16,"2020-07-18",2965,1100,1
111,261,62,65,1,0,"2020-09-01",738,1100,1
112,262,61,66,1,14,"2020-08-02",1114,1100,1
113,263,61,64,1,1,"2020-07-17",2316,1100,1
114,264,10,66,1,0,"2020-08-29",1459,1100,1
115,265,37,67,1,7,"2020-07-31",741,1100,0
116,266,65,67,1,0,"2020-09-02",829,1100,1
117,267,61,65,1,0,"2020-08-30",1040,1100,1
118,268,61,63,1,0,"2020-08-30",1073,1100,1
119,269,10,62,1,11,"2020-07-30",1872,1100,1
120,270,10,67,1,0,"2020-08-31",3114,1100,1
121,271,10,65,1,0,"2020-09-02",936,1100,1
122,272,62,65,1,2,"2020-08-05",1548,1100,0
123,273,61,66,1,0,"2020-08-31",1279,1100,1
124,274,10,65,1,16,"2020-08-06",850,1100,0
125,275,61,66,1,0,"2020-08-30",1993,1100,0
126,276,61,66,1,0,"2020-08-30",1054,1100,1
127,277,63,65,1,0,"2020-08-31",2996,1100,1
128,278,61,37,1,3,"2020-08-06",3046,1100,0
129,279,62,64,1,11,"2020-07-30",1372,1100,1
130,280,61,66,1,0,"2020-08-31",3088,1100,0
131,281,64,67,1,0,"2020-08-30",3207,1100,0
132,282,62,63,1,0,"2020-08-30",2034,1100,1
133,283,62,67,1,6,"2020-07-19",1944,1100,1
134,284,10,64,1,0,"2020-08-29",3256,1100,1
135,285,61,63,1,0,"2020-09-02",1975,1100,0
136,286,63,67,1,0,"2020-09-02",7,1100,1
137,287,62,64,1,1,"2020-07-26",1008,1100,1
138,288,61,62,1,19,"2020-08-01",3424,1100,1
139,289,64,67,1,0,"2020-09-02",174,1100,1
140,290,61,62,1,8,"2020-07-29",2028,1100,1
141,291,61,67,1,5,"2020-07-21",2432,1100,1
142,292,61,10,1,19,"2020-08-02",988,1100,1
143,293,63,65,1,0,"2020-08-29",2771,1100,0
144,294,63,67,1,8,"2020-07-24",2203,1100,0
145,295,61,67,1,0,"2020-08-31",3451,1100,1
146,296,61,64,1,9,"2020-08-04",300,1100,1
147,297,37,66,1,0,"2020-09-03",3357,1100,0
148,298,62,66,1,1,"2020-07-23",1202,1100,1
149,299,62,67,1,0,"2020-09-01",76,1100,0
150,300,61,67,1,19,"2020-07-18",2873,1100,1
151,151,64,10,2,0,"2020-08-29",2930,1100,1
152,152,37,10,2,0,"2020-08-30",2678,1100,1
153,153,37,61,2,6,"2020-08-03",1673,1100,1
154,154,66,10,2,6,"2020-08-04",589,1100,1
155,155,66,63,2,0,"2020-09-01",1738,1100,1
156,156,67,65,2,4,"2020-08-06",2351,1100,1
157,157,62,10,2,0,"2020-09-02",434,1100,1
158,158,66,62,2,5,"2020-08-03",814,1100,0
159,159,67,62,2,0,"2020-08-31",828,1100,0
160,160,65,61,2,14,"2020-07-30",2225,1100,1
161,161,67,61,2,20,"2020-07-18",1598,1100,1
162,162,67,63,2,1,"2020-07-22",35,1100,1
163,163,67,10,2,9,"2020-07-29",309,1100,1
164,164,62,61,2,19,"2020-08-04",556,1100,0
165,165,67,62,2,0,"2020-08-31",878,1100,1
166,166,66,61,2,0,"2020-08-31",1838,1100,1
167,167,67,66,2,12,"2020-07-29",1972,1100,1
168,168,67,10,2,0,"2020-08-29",930,1100,0
169,169,67,10,2,0,"2020-08-30",2550,1100,1
170,170,66,62,2,0,"2020-09-02",304,1100,0
171,171,65,62,2,0,"2020-08-29",1151,1100,1
172,172,67,64,2,5,"2020-07-18",955,1100,1
173,173,64,10,2,8,"2020-08-05",286,1100,0
174,174,67,61,2,0,"2020-09-01",2997,1100,1
175,175,67,62,2,0,"2020-08-31",999,1100,1
176,176,66,62,2,0,"2020-09-03",1311,1100,1
177,177,67,61,2,0,"2020-08-29",2946,1100,1
178,178,66,37,2,0,"2020-08-30",3021,1100,0
179,179,66,63,2,0,"2020-09-01",904,1100,1
180,180,65,10,2,1,"2020-07-28",2221,1100,1
181,181,66,10,2,0,"2020-08-30",1203,1100,1
182,182,66,61,2,9,"2020-08-06",95,1100,1
183,183,66,61,2,0,"2020-08-31",1986,1100,0
184,184,67,63,2,19,"2020-07-29",2607,1100,1
185,185,65,63,2,6,"2020-07-21",2439,1100,1
186,186,64,61,2,0,"2020-09-01",2394,1100,1
187,187,66,10,2,10,"2020-07-31",80,1100,0
188,188,67,10,2,15,"2020-07-26",2090,1100,1
189,189,63,62,2,0,"2020-08-29",3232,1100,0
190,190,37,10,2,0,"2020-08-30",2244,1100,1
191,191,67,62,2,14,"2020-07-25",1441,1100,0
192,192,64,61,2,0,"2020-09-01",2325,1100,1
193,193,67,10,2,7,"2020-07-22",3124,1100,0
194,194,63,61,2,0,"2020-08-29",139,1100,1
195,195,66,61,2,0,"2020-08-30",1115,1100,1
196,196,67,62,2,0,"2020-08-29",2565,1100,1
197,197,66,63,2,6,"2020-07-18",315,1100,0
198,198,67,61,2,9,"2020-07-21",2925,1100,1
199,199,67,61,2,12,"2020-08-06",720,1100,1
200,200,67,61,2,0,"2020-09-02",129,1100,1
201,201,65,10,2,18,"2020-07-29",2489,1100,1
202,202,67,64,2,11,"2020-07-19",255,1100,1
203,203,62,10,2,0,"2020-08-31",2611,1100,1
204,204,67,61,2,17,"2020-07-28",2268,1100,1
205,205,67,10,2,0,"2020-09-03",466,1100,1
206,206,67,10,2,16,"2020-08-06",2759,1100,1
207,207,67,10,2,0,"2020-08-29",2176,1100,1
208,208,67,63,2,0,"2020-08-31",306,1100,1
209,209,37,10,2,10,"2020-07-31",1599,1100,1
210,210,67,63,2,0,"2020-08-29",2846,1100,0
211,211,63,61,2,13,"2020-07-23",1240,1100,1
212,212,67,61,2,0,"2020-08-31",1962,1100,0
213,213,67,62,2,7,"2020-08-02",1257,1100,1
214,214,65,10,2,0,"2020-09-02",2576,1100,1
215,215,67,10,2,17,"2020-07-20",3271,1100,1
216,216,65,61,2,10,"2020-07-20",3431,1100,1
217,217,66,37,2,0,"2020-08-30",2686,1100,1
218,218,66,61,2,7,"2020-07-27",1680,1100,1
219,219,67,62,2,18,"2020-07-28",1980,1100,1
220,220,64,61,2,13,"2020-07-19",1149,1100,0
221,221,37,62,2,0,"2020-09-01",1015,1100,1
222,222,67,62,2,20,"2020-07-23",3079,1100,0
223,223,64,63,2,0,"2020-08-31",773,1100,1
224,224,67,64,2,0,"2020-09-03",2380,1100,0
225,225,66,64,2,8,"2020-07-22",3346,1100,1
226,226,67,10,2,0,"2020-08-29",1799,1100,1
227,227,67,63,2,0,"2020-09-03",1959,1100,1
228,228,64,61,2,0,"2020-09-03",379,1100,0
229,229,66,61,2,0,"2020-08-31",703,1100,1
230,230,67,37,2,0,"2020-09-01",1916,1100,1
231,231,66,63,2,16,"2020-07-18",1648,1100,0
232,232,65,62,2,9,"2020-07-22",573,1100,1
233,233,67,61,2,16,"2020-07-18",3452,1100,1
234,234,67,61,2,0,"2020-08-29",2091,1100,1
235,235,65,61,2,0,"2020-09-03",2895,1100,0
236,236,66,62,2,0,"2020-09-03",3298,1100,1
237,237,67,64,2,0,"2020-08-29",2497,1100,0
238,238,64,37,2,0,"2020-09-02",3063,1100,1
239,239,67,10,2,5,"2020-08-03",3198,1100,1
240,240,62,61,2,6,"2020-07-23",2051,1100,0
241,241,65,10,2,0,"2020-08-31",562,1100,1
242,242,66,64,2,0,"2020-08-30",321,1100,1
243,243,65,37,2,0,"2020-08-31",1,1100,1
244,244,65,63,2,0,"2020-08-31",3399,1100,1
245,245,64,61,2,0,"2020-09-03",601,1100,1
246,246,67,37,2,7,"2020-07-28",2917,1100,0
247,247,67,10,2,15,"2020-08-04",3447,1100,1
248,248,66,61,2,12,"2020-07-21",1752,1100,1
249,249,66,10,2,0,"2020-09-03",1075,1100,1
250,250,67,65,2,0,"2020-09-03",1277,1100,0
251,251,64,10,2,0,"2020-09-03",3366,1100,1
252,252,65,63,2,18,"2020-08-03",898,1100,1
253,253,63,62,2,0,"2020-09-02",2502,1100,1
254,254,67,10,2,0,"2020-09-01",3099,1100,1
255,255,66,63,2,0,"2020-08-31",995,1100,1
256,256,37,10,2,5,"2020-08-05",196,1100,1
257,257,67,63,2,0,"2020-09-01",1753,1100,1
258,258,66,63,2,0,"2020-09-02",736,1100,1
259,259,66,62,2,0,"2020-09-02",3412,1100,0
260,260,67,10,2,0,"2020-09-02",2386,1100,0
261,261,67,62,2,0,"2020-08-30",2329,1100,1
262,262,67,65,2,0,"2020-09-01",2210,1100,1
263,263,67,10,2,0,"2020-08-31",1620,1100,1
264,264,64,62,2,0,"2020-09-01",928,1100,1
265,265,67,61,2,0,"2020-08-29",2510,1100,1
266,266,65,10,2,0,"2020-09-02",1784,1100,0
267,267,62,61,2,0,"2020-08-31",2437,1100,0
268,268,67,10,2,8,"2020-07-19",1124,1100,0
269,269,64,10,2,0,"2020-08-30",801,1100,1
270,270,67,63,2,0,"2020-08-29",3469,1100,0
271,271,66,37,2,0,"2020-08-29",835,1100,0
272,272,66,37,2,19,"2020-07-31",921,1100,0
273,273,65,63,2,0,"2020-08-29",1175,1100,1
274,274,65,61,2,0,"2020-08-29",2288,1100,1
275,275,65,10,2,0,"2020-09-03",2293,1100,0
276,276,67,10,2,0,"2020-09-01",3410,1100,1
277,277,66,65,2,0,"2020-08-29",1009,1100,1
278,278,67,62,2,0,"2020-08-29",2900,1100,0
279,279,67,10,2,0,"2020-09-01",480,1100,0
280,280,10,61,2,0,"2020-09-02",787,1100,1
281,281,37,10,2,1,"2020-07-26",3015,1100,1
282,282,67,61,2,20,"2020-07-27",111,1100,0
283,283,66,61,2,0,"2020-09-03",1023,1100,1
284,284,67,65,2,0,"2020-09-03",2460,1100,1
285,285,67,62,2,0,"2020-09-02",1400,1100,1
286,286,66,61,2,0,"2020-08-30",63,1100,1
287,287,66,61,2,0,"2020-09-01",1522,1100,1
288,288,37,61,2,7,"2020-07-18",3273,1100,1
289,289,66,10,2,0,"2020-09-03",242,1100,1
290,290,66,61,2,0,"2020-09-03",2949,1100,1
291,291,63,10,2,14,"2020-07-19",1688,1100,1
292,292,66,37,2,20,"2020-07-22",3325,1100,1
293,293,67,64,2,15,"2020-08-03",2577,1100,1
294,294,63,61,2,5,"2020-07-31",1028,1100,1
295,295,66,37,2,10,"2020-07-17",764,1100,0
296,296,66,10,2,0,"2020-08-29",1995,1100,1
297,297,67,63,2,0,"2020-08-30",673,1100,1
298,298,66,10,2,16,"2020-07-30",2910,1100,0
299,299,64,62,2,7,"2020-08-04",2464,1100,1
300,300,10,61,2,0,"2020-08-29",1377,1100,0
301,151,37,67,3,0,"2020-09-06",1996,1100,1
302,152,64,67,3,17,"2020-07-31",2356,1100,1
303,153,62,65,3,19,"2020-08-13",983,1100,1
304,154,10,66,3,0,"2020-09-09",693,1100,1
305,155,10,65,3,19,"2020-08-11",1298,1100,1
306,156,10,65,3,13,"2020-07-25",3050,1100,1
307,157,64,66,3,0,"2020-09-05",1496,1100,1
308,158,61,62,3,0,"2020-09-08",1938,1100,1
309,159,65,66,3,0,"2020-09-08",3482,1100,1
310,160,61,66,3,0,"2020-09-09",1748,1100,1
311,161,64,67,3,14,"2020-08-13",560,1100,1
312,162,62,66,3,0,"2020-09-07",1409,1100,1
313,163,61,66,3,0,"2020-09-05",2287,1100,1
314,164,61,67,3,0,"2020-09-09",1646,1100,0
315,165,63,67,3,0,"2020-09-06",3095,1100,1
316,166,10,66,3,0,"2020-09-05",1567,1100,1
317,167,63,66,3,0,"2020-09-06",86,1100,1
318,168,10,66,3,8,"2020-08-09",64,1100,1
319,169,61,62,3,2,"2020-08-03",701,1100,1
320,170,10,65,3,0,"2020-09-06",2348,1100,1
321,171,37,67,3,0,"2020-09-06",1198,1100,0
322,172,64,67,3,2,"2020-07-25",3422,1100,0
323,173,64,67,3,3,"2020-08-13",2588,1100,1
324,174,37,67,3,8,"2020-08-10",2856,1100,1
325,175,37,67,3,18,"2020-07-31",3260,1100,0
326,176,62,67,3,0,"2020-09-08",190,1100,1
327,177,62,65,3,4,"2020-07-25",824,1100,0
328,178,64,67,3,13,"2020-07-28",153,1100,1
329,179,66,67,3,0,"2020-09-06",2248,1100,1
330,180,64,66,3,0,"2020-09-05",1594,1100,0
331,181,61,65,3,20,"2020-07-29",1613,1100,1
332,182,61,65,3,12,"2020-07-27",3126,1100,0
333,183,10,63,3,1,"2020-08-05",3023,1100,1
334,184,61,64,3,20,"2020-08-09",399,1100,1
335,185,63,65,3,10,"2020-07-24",2175,1100,1
336,186,10,65,3,4,"2020-07-27",2961,1100,1
337,187,61,64,3,6,"2020-08-05",2339,1100,1
338,188,62,65,3,1,"2020-07-30",109,1100,1
339,189,63,67,3,17,"2020-08-05",2295,1100,1
340,190,65,67,3,0,"2020-09-05",2129,1100,1
341,191,62,65,3,3,"2020-08-05",2690,1100,1
342,192,62,66,3,8,"2020-08-02",651,1100,1
343,193,37,67,3,7,"2020-07-29",846,1100,1
344,194,63,66,3,13,"2020-08-13",1488,1100,1
345,195,62,64,3,0,"2020-09-09",3031,1100,0
346,196,63,66,3,0,"2020-09-07",3138,1100,0
347,197,62,37,3,0,"2020-09-07",2979,1100,1
348,198,61,67,3,3,"2020-08-01",2486,1100,1
349,199,10,65,3,19,"2020-08-04",1330,1100,1
350,200,10,67,3,0,"2020-09-10",3140,1100,1
351,201,61,37,3,20,"2020-08-09",2641,1100,1
352,202,62,66,3,0,"2020-09-05",2531,1100,0
353,203,10,64,3,0,"2020-09-08",3161,1100,1
354,204,62,64,3,18,"2020-08-12",2078,1100,0
355,205,61,67,3,8,"2020-07-25",2312,1100,1
356,206,62,37,3,2,"2020-08-07",1683,1100,1
357,207,10,66,3,17,"2020-07-27",3353,1100,0
358,208,61,62,3,4,"2020-08-12",377,1100,1
359,209,63,66,3,0,"2020-09-05",3226,1100,1
360,210,10,65,3,14,"2020-07-27",2158,1100,1
361,211,62,67,3,17,"2020-08-10",3092,1100,1
362,212,61,67,3,12,"2020-07-26",3128,1100,1
363,213,62,66,3,0,"2020-09-09",3458,1100,1
364,214,10,37,3,0,"2020-09-05",858,1100,1
365,215,63,66,3,0,"2020-09-10",1027,1100,1
366,216,61,64,3,0,"2020-09-09",1579,1100,1
367,217,10,67,3,0,"2020-09-08",2992,1100,1
368,218,62,66,3,0,"2020-09-10",104,1100,1
369,219,64,66,3,0,"2020-09-05",2658,1100,1
370,220,61,37,3,17,"2020-07-27",1007,1100,0
371,221,61,10,3,10,"2020-08-13",186,1100,1
372,222,62,63,3,0,"2020-09-08",2740,1100,1
373,223,62,66,3,0,"2020-09-08",3323,1100,1
374,224,63,66,3,11,"2020-08-04",1384,1100,1
375,225,10,65,3,17,"2020-08-07",754,1100,1
376,226,61,67,3,2,"2020-08-08",2021,1100,1
377,227,10,37,3,18,"2020-07-27",2898,1100,1
378,228,61,67,3,0,"2020-09-09",42,1100,1
379,229,61,62,3,15,"2020-07-26",316,1100,1
380,230,37,65,3,0,"2020-09-09",14,1100,0
381,231,37,65,3,16,"2020-08-13",969,1100,1
382,232,63,66,3,15,"2020-08-08",2601,1100,1
383,233,61,66,3,0,"2020-09-08",1119,1100,1
384,234,61,67,3,20,"2020-08-10",1908,1100,1
385,235,61,66,3,0,"2020-09-08",207,1100,1
386,236,10,37,3,4,"2020-08-07",812,1100,1
387,237,10,37,3,0,"2020-09-08",959,1100,1
388,238,63,66,3,0,"2020-09-07",2879,1100,1
389,239,10,67,3,0,"2020-09-10",1470,1100,1
390,240,64,67,3,0,"2020-09-06",1304,1100,1
391,241,37,65,3,11,"2020-07-31",1398,1100,1
392,242,10,37,3,1,"2020-08-13",2797,1100,1
393,243,10,37,3,0,"2020-09-07",3464,1100,1
394,244,63,65,3,16,"2020-07-31",2026,1100,1
395,245,37,64,3,0,"2020-09-09",1823,1100,1
396,246,10,63,3,16,"2020-08-07",2347,1100,1
397,247,63,67,3,19,"2020-08-12",2683,1100,1
398,248,10,37,3,0,"2020-09-06",291,1100,1
399,249,61,65,3,17,"2020-07-28",832,1100,1
400,250,61,66,3,18,"2020-08-01",2989,1100,0
401,251,61,63,3,0,"2020-09-09",3041,1100,1
402,252,61,64,3,0,"2020-09-06",3459,1100,1
403,253,62,66,3,0,"2020-09-06",439,1100,1
404,254,62,67,3,20,"2020-08-08",3065,1100,1
405,255,65,67,3,4,"2020-08-05",1272,1100,1
406,256,62,66,3,4,"2020-07-31",3150,1100,1
407,257,61,64,3,0,"2020-09-09",2751,1100,1
408,258,10,63,3,14,"2020-07-27",1617,1100,1
409,259,61,62,3,13,"2020-08-05",771,1100,1
410,260,62,64,3,0,"2020-09-06",155,1100,1
411,261,62,66,3,0,"2020-09-06",882,1100,1
412,262,37,67,3,0,"2020-09-08",1192,1100,1
413,263,37,67,3,0,"2020-09-07",1821,1100,1
414,264,61,10,3,0,"2020-09-08",386,1100,0
415,265,10,63,3,0,"2020-09-09",3035,1100,0
416,266,62,67,3,0,"2020-09-07",263,1100,1
417,267,61,64,3,7,"2020-08-12",2099,1100,1
418,268,37,66,3,0,"2020-09-08",1913,1100,1
419,269,61,66,3,11,"2020-08-03",2635,1100,1
420,270,63,67,3,0,"2020-09-05",340,1100,1
421,271,61,65,3,0,"2020-09-05",1301,1100,1
422,272,61,67,3,0,"2020-09-10",2966,1100,0
423,273,10,65,3,0,"2020-09-10",545,1100,1
424,274,64,66,3,0,"2020-09-10",2163,1100,1
425,275,63,66,3,0,"2020-09-06",733,1100,1
426,276,63,66,3,14,"2020-07-25",599,1100,1
427,277,10,66,3,0,"2020-09-07",1957,1100,0
428,278,10,64,3,0,"2020-09-10",622,1100,1
429,279,61,65,3,2,"2020-07-29",1665,1100,1
430,280,61,10,3,12,"2020-08-06",1157,1100,1
431,281,64,66,3,0,"2020-09-07",3053,1100,1
432,282,63,67,3,0,"2020-09-09",395,1100,1
433,283,63,67,3,15,"2020-08-03",966,1100,1
434,284,65,67,3,1,"2020-08-01",1217,1100,0
435,285,61,62,3,0,"2020-09-06",912,1100,1
436,286,37,67,3,0,"2020-09-09",1245,1100,0
437,287,62,67,3,0,"2020-09-07",2821,1100,1
438,288,62,67,3,0,"2020-09-05",3164,1100,1
439,289,63,64,3,20,"2020-08-04",993,1100,1
440,290,10,64,3,1,"2020-07-25",110,1100,1
441,291,61,67,3,0,"2020-09-06",2500,1100,1
442,292,10,67,3,13,"2020-08-08",1602,1100,1
443,293,10,67,3,0,"2020-09-06",1098,1100,1
444,294,10,66,3,5,"2020-08-07",910,1100,0
445,295,10,37,3,0,"2020-09-05",1905,1100,1
446,296,61,64,3,0,"2020-09-10",963,1100,1
447,297,62,67,3,0,"2020-09-08",2032,1100,1
448,298,61,37,3,3,"2020-08-11",1605,1100,0
449,299,61,62,3,0,"2020-09-06",1772,1100,1
450,300,63,64,3,0,"2020-09-08",511,1100,1
451,151,67,62,4,0,"2020-09-05",1025,1100,1
452,152,65,62,4,0,"2020-09-05",3180,1100,0
453,153,67,63,4,0,"2020-09-06",2331,1100,0
454,154,67,37,4,2,"2020-08-10",889,1100,0
455,155,66,10,4,17,"2020-07-24",1399,1100,0
456,156,66,37,4,0,"2020-09-08",1915,1100,1
457,157,65,63,4,16,"2020-07-28",10,1100,1
458,158,67,61,4,0,"2020-09-06",2974,1100,1
459,159,66,61,4,5,"2020-08-06",2931,1100,1
460,160,64,63,4,14,"2020-08-12",1425,1100,1
461,161,66,61,4,0,"2020-09-07",3141,1100,1
462,162,66,62,4,0,"2020-09-08",934,1100,1
463,163,67,10,4,0,"2020-09-06",816,1100,1
464,164,63,10,4,0,"2020-09-10",2958,1100,1
465,165,65,63,4,0,"2020-09-09",1969,1100,1
466,166,67,64,4,19,"2020-08-09",3117,1100,1
467,167,66,64,4,0,"2020-09-06",1538,1100,1
468,168,66,37,4,6,"2020-07-29",1549,1100,1
469,169,67,62,4,20,"2020-08-10",141,1100,1
470,170,64,10,4,0,"2020-09-08",3009,1100,0
471,171,67,10,4,0,"2020-09-10",958,1100,0
472,172,66,61,4,0,"2020-09-10",855,1100,1
473,173,67,10,4,16,"2020-08-11",1094,1100,1
474,174,67,62,4,10,"2020-08-08",2697,1100,0
475,175,67,61,4,0,"2020-09-07",1473,1100,1
476,176,10,61,4,0,"2020-09-08",3076,1100,1
477,177,65,62,4,0,"2020-09-05",1628,1100,0
478,178,67,61,4,0,"2020-09-07",887,1100,1
479,179,65,61,4,0,"2020-09-05",2364,1100,1
480,180,62,61,4,0,"2020-09-06",1801,1100,1
481,181,67,61,4,20,"2020-07-24",2283,1100,1
482,182,65,37,4,3,"2020-08-05",1734,1100,1
483,183,65,10,4,13,"2020-08-04",270,1100,1
484,184,65,63,4,0,"2020-09-08",2634,1100,1
485,185,64,61,4,0,"2020-09-05",2803,1100,1
486,186,67,62,4,0,"2020-09-08",3259,1100,1
487,187,66,62,4,0,"2020-09-09",1635,1100,0
488,188,37,61,4,0,"2020-09-10",2115,1100,1
489,189,66,10,4,0,"2020-09-05",1871,1100,1
490,190,64,61,4,0,"2020-09-09",2854,1100,1
491,191,37,10,4,0,"2020-09-10",1300,1100,1
492,192,66,63,4,15,"2020-08-01",2388,1100,1
493,193,64,10,4,0,"2020-09-08",1813,1100,1
494,194,67,64,4,0,"2020-09-06",1329,1100,1
495,195,67,37,4,0,"2020-09-09",254,1100,1
496,196,67,63,4,0,"2020-09-06",323,1100,1
497,197,66,10,4,0,"2020-09-05",1127,1100,1
498,198,67,37,4,6,"2020-08-12",2988,1100,1
499,199,67,63,4,0,"2020-09-09",650,1100,1
500,200,37,61,4,0,"2020-09-07",3239,1100,1
501,201,66,62,4,0,"2020-09-09",3395,1100,1
