"coach_id","schedule_id","standby_coach_id"
16,132,0
16,133,0
16,134,0
16,135,0
16,136,0
16,137,0
16,138,0
17,97,0
17,98,0
17,99,0
17,100,0
17,101,0
17,102,0
17,103,0
17,104,0
17,105,0
17,106,0
17,107,0
17,108,0
17,109,0
17,110,0
17,111,0
17,112,0
17,113,0
17,114,0
17,115,0
17,116,0
17,117,0
17,118,0
17,119,0
17,120,0
17,121,0
17,122,0
17,123,0
17,124,0
17,125,0
17,126,0
17,127,0
17,128,0
17,129,0
17,130,0
17,131,0
17,132,0
17,133,0
17,134,0
17,135,0
17,136,0
17,137,0
17,138,0
18,97,0
18,98,0
18,99,0
18,100,0
18,101,0
18,102,0
18,103,0
18,104,0
18,105,0
18,106,0
18,107,0
18,108,0
18,109,0
18,110,0
18,111,0
18,112,0
18,113,0
18,114,0
18,115,0
18,116,0
18,117,0
18,118,0
18,119,0
18,120,0
18,121,0
18,122,0
18,123,0
18,124,0
18,125,0
18,126,0
18,127,0
18,128,0
18,129,0
18,130,0
18,131,0
18,132,0
18,133,0
18,134,0
18,135,0
18,136,0
18,137,0
18,138,0
19,97,0
19,98,0
19,99,0
19,100,0
19,101,0
19,102,0
19,103,0
19,104,0
19,105,0
19,106,0
19,107,0
19,108,0
19,109,0
19,110,0
19,111,0
19,112,0
19,113,0
19,114,0
19,115,0
19,116,0
19,117,0
19,118,0
19,119,0
19,120,0
19,121,0
19,122,0
19,123,0
19,124,0
19,125,0
19,126,0
19,127,0
19,128,0
19,129,0
19,130,0
19,131,0
19,132,0
19,133,0
19,134,0
19,135,0
19,136,0
19,137,0
19,138,0
20,97,0
20,98,0
20,99,0
20,100,0
20,101,0
20,102,0
20,103,0
20,104,0
20,105,0
20,106,0
20,107,0
20,108,0
20,109,0
20,110,0
20,111,0
20,112,0
20,113,0
20,114,0
20,115,0
20,116,0
20,117,0
20,118,0
20,119,0
20,120,0
20,121,0
20,122,0
20,123,0
20,124,0
20,125,0
20,126,0
20,127,0
20,128,0
20,129,0
20,130,0
20,131,0
20,132,0
20,133,0
20,134,0
20,135,0
20,136,0
20,137,0
20,138,0
36,139,0
36,141,0
36,143,0
37,139,0
37,141,0
37,143,0
38,139,0
38,141,0
38,143,0
39,139,0
39,141,0
39,143,0
40,139,0
40,141,0
40,143,0
41,145,0
41,147,0
41,149,0
42,145,0
42,147,0
42,149,0
43,145,0
43,147,0
43,149,0
44,145,0
44,147,0
44,149,0
45,145,0
45,147,0
45,149,0
46,151,0
46,153,0
46,155,0
47,151,0
47,153,0
47,155,0
48,151,0
48,153,0
48,155,0
49,151,0
49,153,0
49,155,0
50,151,0
50,153,0
50,155,0
36,140,21
36,142,21
36,144,21
37,140,22
37,142,22
37,144,22
38,140,23
38,142,23
38,144,23
39,140,24
39,142,24
39,144,24
40,140,25
40,142,25
40,144,25
41,146,26
41,148,26
41,150,26
42,146,27
42,148,27
42,150,27
43,146,28
43,148,28
43,150,28
44,146,29
44,148,29
44,150,29
45,146,30
45,148,30
45,150,30
46,152,31
46,154,31
46,156,31
47,152,32
47,154,32
47,156,32
48,152,33
48,154,33
48,156,33
49,152,34
49,154,34
49,156,34
50,152,35
50,154,35
50,156,35
